negara,id_responden,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,religiusitas,skala_politik,jenis_kelamin,tahun_lahir,usia,status_pernikahan,status_pekerjaan
Kanada,124072926,1.0,1.0,1.0,2.0,8.0,7.0,5.0,9.0,5.0,Perempuan,1965.0,55.0,Lajang,Tidak bekerja
Kanada,124072927,2.0,1.0,1.0,1.0,8.0,9.0,9.0,6.0,6.0,Laki-laki,1960.0,60.0,Bercerai,Penuh waktu
Kanada,124072928,1.0,1.0,2.0,1.0,8.0,8.0,9.0,7.0,3.0,Perempuan,1964.0,56.0,Bercerai,Penuh waktu
Kanada,124072929,1.0,2.0,2.0,2.0,5.0,5.0,4.0,6.0,5.0,Laki-laki,1958.0,62.0,Bercerai,Pensiunan
Kanada,124072930,1.0,2.0,2.0,4.0,8.0,8.0,10.0,7.0,3.0,Laki-laki,1952.0,67.0,Menikah,Pensiunan
Kanada,124072933,1.0,1.0,1.0,2.0,7.0,7.0,7.0,4.0,7.0,Perempuan,1992.0,28.0,Kohabitasi,Penuh waktu
Kanada,124072934,1.0,2.0,3.0,1.0,7.0,7.0,8.0,6.0,6.0,Perempuan,1950.0,70.0,Lajang,Pensiunan
Kanada,124072935,1.0,1.0,1.0,1.0,8.0,4.0,4.0,3.0,6.0,Perempuan,1988.0,32.0,Lajang,Paruh waktu
Kanada,124072938,1.0,1.0,2.0,1.0,9.0,9.0,10.0,4.0,6.0,Perempuan,1971.0,49.0,Menikah,Penuh waktu
Kanada,124072939,1.0,2.0,2.0,2.0,9.0,6.0,3.0,6.0,2.0,Perempuan,1981.0,39.0,Lajang,Tidak bekerja
Kanada,124072940,1.0,1.0,3.0,4.0,5.0,5.0,4.0,7.0,5.0,Perempuan,1952.0,68.0,Pisah,Pensiunan
Kanada,124072941,1.0,1.0,2.0,2.0,7.0,6.0,7.0,5.0,6.0,Perempuan,1997.0,23.0,Kohabitasi,Penuh waktu
Kanada,124072942,1.0,2.0,2.0,2.0,8.0,8.0,5.0,10.0,5.0,Laki-laki,1948.0,72.0,Menikah,Pensiunan
Kanada,124072944,1.0,1.0,2.0,1.0,7.0,7.0,5.0,4.0,6.0,Perempuan,1994.0,26.0,Kohabitasi,Penuh waktu
Kanada,124072945,3.0,3.0,2.0,4.0,4.0,5.0,4.0,8.0,6.0,Laki-laki,1953.0,66.0,Bercerai,Pensiunan
Kanada,124072946,2.0,2.0,1.0,1.0,9.0,8.0,6.0,5.0,8.0,Laki-laki,1986.0,34.0,Menikah,Wiraswasta
Kanada,124072947,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,5.0,Laki-laki,1959.0,60.0,Janda/Duda,Penuh waktu
Kanada,124072950,1.0,2.0,1.0,1.0,7.0,8.0,8.0,6.0,5.0,Laki-laki,1967.0,52.0,Kohabitasi,Penuh waktu
Kanada,124072951,1.0,2.0,1.0,2.0,7.0,8.0,10.0,4.0,3.0,Laki-laki,1996.0,24.0,Lajang,Paruh waktu
Kanada,124072953,1.0,2.0,2.0,2.0,7.0,7.0,8.0,3.0,5.0,Laki-laki,1952.0,68.0,Kohabitasi,Wiraswasta
Kanada,124072954,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,Laki-laki,1994.0,26.0,Kohabitasi,Paruh waktu
Kanada,124072955,1.0,1.0,1.0,4.0,8.0,2.0,8.0,3.0,6.0,Perempuan,1962.0,58.0,Menikah,Pensiunan
Kanada,124072956,3.0,2.0,2.0,2.0,8.0,7.0,8.0,5.0,7.0,Laki-laki,1991.0,29.0,Lajang,Tidak bekerja
Kanada,124072958,1.0,2.0,2.0,1.0,7.0,8.0,9.0,4.0,7.0,Laki-laki,1974.0,46.0,Kohabitasi,Penuh waktu
Kanada,124072960,1.0,1.0,1.0,1.0,10.0,10.0,8.0,1.0,1.0,Laki-laki,1973.0,47.0,Menikah,Penuh waktu
Kanada,124072961,1.0,2.0,1.0,1.0,9.0,10.0,10.0,5.0,6.0,Perempuan,1952.0,67.0,Kohabitasi,Wiraswasta
Kanada,124072962,1.0,2.0,2.0,1.0,8.0,8.0,8.0,1.0,7.0,Laki-laki,1981.0,38.0,Pisah,Penuh waktu
Kanada,124072964,1.0,1.0,2.0,1.0,8.0,7.0,7.0,8.0,4.0,Perempuan,1997.0,23.0,Lajang,Penuh waktu
Kanada,124072965,2.0,2.0,2.0,2.0,7.0,6.0,7.0,9.0,7.0,Laki-laki,1996.0,26.0,Lajang,Penuh waktu
Kanada,124072966,1.0,2.0,2.0,2.0,7.0,8.0,8.0,4.0,8.0,Laki-laki,1999.0,21.0,Lajang,Penuh waktu
Kanada,124072967,2.0,2.0,2.0,2.0,9.0,7.0,5.0,3.0,6.0,Perempuan,1996.0,24.0,Kohabitasi,Pelajar/Mahasiswa
Kanada,124072968,1.0,2.0,1.0,1.0,10.0,10.0,9.0,3.0,2.0,Perempuan,1951.0,69.0,Janda/Duda,Pensiunan
Kanada,124072970,1.0,1.0,2.0,2.0,8.0,7.0,7.0,3.0,9.0,Perempuan,1946.0,74.0,Menikah,Pensiunan
Kanada,124072972,1.0,2.0,2.0,4.0,6.0,6.0,6.0,1.0,4.0,Perempuan,1943.0,77.0,Bercerai,Pensiunan
Kanada,124072973,1.0,2.0,2.0,2.0,7.0,8.0,7.0,10.0,6.0,Perempuan,1967.0,52.0,Menikah,Penuh waktu
Kanada,124072974,1.0,2.0,1.0,2.0,8.0,8.0,9.0,8.0,8.0,Laki-laki,1966.0,54.0,Menikah,Paruh waktu
Kanada,124072975,2.0,2.0,1.0,3.0,6.0,6.0,7.0,3.0,5.0,Laki-laki,1992.0,28.0,Lajang,Penuh waktu
Kanada,124072976,1.0,2.0,2.0,4.0,10.0,9.0,9.0,8.0,1.0,Perempuan,1947.0,73.0,Janda/Duda,Pensiunan
Kanada,124072977,1.0,1.0,2.0,2.0,8.0,9.0,9.0,4.0,5.0,Laki-laki,1948.0,72.0,Menikah,Pensiunan
Kanada,124072978,1.0,2.0,2.0,2.0,8.0,8.0,8.0,1.0,6.0,Laki-laki,1960.0,60.0,Menikah,Wiraswasta
Kanada,124072979,2.0,1.0,1.0,1.0,7.0,8.0,4.0,10.0,5.0,Laki-laki,1961.0,59.0,Lajang,Penuh waktu
Kanada,124072980,2.0,2.0,1.0,2.0,6.0,7.0,8.0,3.0,2.0,Laki-laki,2001.0,19.0,Lajang,Pelajar/Mahasiswa
Kanada,124072981,1.0,1.0,1.0,1.0,8.0,6.0,3.0,1.0,5.0,Laki-laki,1974.0,45.0,Lajang,Penuh waktu
Kanada,124072983,1.0,2.0,2.0,2.0,6.0,6.0,1.0,6.0,5.0,Perempuan,1971.0,49.0,Menikah,Penuh waktu
Kanada,124072984,1.0,1.0,2.0,4.0,10.0,9.0,10.0,2.0,9.0,Laki-laki,1938.0,82.0,Menikah,Pensiunan
Kanada,124072985,1.0,3.0,3.0,1.0,10.0,7.0,10.0,8.0,6.0,Perempuan,1957.0,62.0,Menikah,Wiraswasta
Kanada,124072986,2.0,3.0,2.0,4.0,8.0,8.0,6.0,3.0,8.0,Laki-laki,1959.0,61.0,Lajang,Lainnya
Kanada,124072987,3.0,1.0,1.0,2.0,8.0,6.0,3.0,10.0,2.0,Laki-laki,1959.0,61.0,Janda/Duda,Wiraswasta
Kanada,124072988,1.0,1.0,1.0,2.0,8.0,8.0,8.0,7.0,8.0,Laki-laki,1953.0,67.0,Menikah,Pensiunan
Kanada,124072989,1.0,2.0,1.0,3.0,8.0,7.0,8.0,5.0,5.0,Laki-laki,1960.0,59.0,Menikah,Penuh waktu
Kanada,124072990,1.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,10.0,Laki-laki,1982.0,38.0,Menikah,Penuh waktu
Kanada,124072991,2.0,2.0,3.0,2.0,8.0,7.0,6.0,2.0,7.0,Perempuan,1993.0,27.0,Kohabitasi,Penuh waktu
Kanada,124072992,2.0,1.0,2.0,2.0,9.0,9.0,9.0,10.0,8.0,Laki-laki,1990.0,30.0,Menikah,Penuh waktu
Kanada,124072993,1.0,1.0,1.0,1.0,8.0,6.0,3.0,6.0,3.0,Laki-laki,1974.0,46.0,Kohabitasi,Penuh waktu
Kanada,124072994,1.0,1.0,2.0,4.0,10.0,10.0,10.0,6.0,7.0,Laki-laki,1964.0,55.0,Menikah,Pensiunan
Kanada,124072995,1.0,2.0,2.0,1.0,10.0,7.0,10.0,8.0,5.0,Laki-laki,1969.0,51.0,Bercerai,Penuh waktu
Kanada,124072996,1.0,4.0,2.0,2.0,7.0,7.0,6.0,5.0,5.0,Laki-laki,1970.0,49.0,Bercerai,Lainnya
Kanada,124072997,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,Perempuan,1983.0,36.0,Lajang,Penuh waktu
Kanada,124072999,1.0,1.0,2.0,2.0,6.0,3.0,9.0,8.0,4.0,Perempuan,1997.0,23.0,Lajang,Penuh waktu
Kanada,124073000,1.0,2.0,2.0,2.0,7.0,10.0,8.0,4.0,4.0,Perempuan,1982.0,38.0,Kohabitasi,Ibu rumah tangga
Kanada,124073003,1.0,1.0,1.0,1.0,9.0,3.0,3.0,7.0,8.0,Perempuan,1974.0,46.0,Menikah,Penuh waktu
Kanada,124073005,2.0,2.0,2.0,4.0,7.0,7.0,8.0,10.0,5.0,Laki-laki,1954.0,65.0,Menikah,Pensiunan
Kanada,124073006,1.0,1.0,1.0,2.0,9.0,8.0,10.0,9.0,5.0,Perempuan,1954.0,66.0,Janda/Duda,Pensiunan
Kanada,124073008,1.0,1.0,1.0,3.0,8.0,8.0,8.0,3.0,4.0,Laki-laki,1953.0,67.0,Menikah,Pensiunan
Kanada,124073009,1.0,2.0,1.0,2.0,6.0,8.0,8.0,6.0,10.0,Laki-laki,1986.0,33.0,Menikah,Penuh waktu
Kanada,124073014,1.0,1.0,1.0,2.0,7.0,8.0,9.0,3.0,3.0,Laki-laki,1947.0,73.0,Menikah,Pensiunan
Kanada,124073015,1.0,2.0,2.0,3.0,8.0,8.0,7.0,3.0,8.0,Perempuan,1957.0,63.0,Menikah,Pensiunan
Kanada,124073016,1.0,1.0,2.0,4.0,8.0,8.0,5.0,3.0,6.0,Laki-laki,1942.0,78.0,Menikah,Pensiunan
Kanada,124073017,1.0,1.0,2.0,2.0,8.0,8.0,5.0,5.0,5.0,Perempuan,1990.0,29.0,Menikah,Tidak bekerja
Kanada,124073018,1.0,1.0,2.0,2.0,9.0,8.0,9.0,6.0,4.0,Perempuan,1946.0,74.0,Menikah,Pensiunan
Kanada,124073019,1.0,4.0,1.0,4.0,8.0,8.0,10.0,5.0,5.0,Perempuan,1961.0,59.0,Bercerai,Pensiunan
Kanada,124073020,1.0,1.0,1.0,2.0,7.0,6.0,3.0,9.0,3.0,Laki-laki,1973.0,47.0,Bercerai,Penuh waktu
Kanada,124073022,1.0,3.0,3.0,1.0,8.0,7.0,5.0,10.0,5.0,Perempuan,1979.0,41.0,Menikah,Ibu rumah tangga
Kanada,124073023,2.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,Laki-laki,1951.0,69.0,Menikah,Pensiunan
Kanada,124073024,1.0,1.0,2.0,2.0,7.0,7.0,6.0,2.0,3.0,Laki-laki,1956.0,64.0,Menikah,Penuh waktu
Kanada,124073025,1.0,1.0,1.0,2.0,7.0,8.0,8.0,9.0,9.0,Perempuan,1966.0,54.0,Menikah,Paruh waktu
Kanada,124073026,1.0,2.0,3.0,2.0,7.0,7.0,6.0,1.0,4.0,Perempuan,1990.0,30.0,Kohabitasi,Penuh waktu
Kanada,124073027,1.0,2.0,2.0,2.0,8.0,7.0,8.0,5.0,7.0,Perempuan,1991.0,29.0,Kohabitasi,Penuh waktu
Kanada,124073028,1.0,1.0,1.0,3.0,10.0,10.0,10.0,10.0,1.0,Laki-laki,1989.0,31.0,Lajang,Pensiunan
Kanada,124073030,1.0,2.0,1.0,2.0,8.0,8.0,7.0,4.0,8.0,Laki-laki,1966.0,53.0,Lajang,Penuh waktu
Kanada,124073031,1.0,1.0,1.0,1.0,8.0,7.0,6.0,4.0,10.0,Perempuan,1979.0,41.0,Pisah,Penuh waktu
Kanada,124073032,1.0,1.0,2.0,1.0,8.0,8.0,8.0,8.0,4.0,Perempuan,1997.0,23.0,Lajang,Penuh waktu
Kanada,124073033,1.0,1.0,1.0,3.0,7.0,10.0,10.0,4.0,5.0,Laki-laki,1954.0,66.0,Menikah,Pensiunan
Kanada,124073034,1.0,2.0,1.0,1.0,6.0,6.0,5.0,3.0,6.0,Perempuan,1995.0,25.0,Lajang,Pelajar/Mahasiswa
Kanada,124073035,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,Laki-laki,1983.0,37.0,Janda/Duda,Tidak bekerja
Kanada,124073036,1.0,2.0,2.0,4.0,8.0,9.0,10.0,8.0,8.0,Laki-laki,1960.0,59.0,Menikah,Pensiunan
Kanada,124073037,2.0,2.0,1.0,3.0,7.0,7.0,6.0,7.0,5.0,Laki-laki,1963.0,57.0,Lajang,Pensiunan
Kanada,124073038,1.0,2.0,1.0,3.0,7.0,5.0,6.0,3.0,4.0,Perempuan,1995.0,25.0,Lajang,Wiraswasta
Kanada,124073039,1.0,1.0,2.0,4.0,8.0,10.0,10.0,4.0,6.0,Laki-laki,1940.0,80.0,Menikah,Pensiunan
Kanada,124073040,1.0,1.0,2.0,2.0,9.0,8.0,7.0,6.0,4.0,Perempuan,1998.0,22.0,Lajang,Paruh waktu
Kanada,124073041,1.0,1.0,2.0,2.0,5.0,6.0,6.0,5.0,5.0,Perempuan,1981.0,39.0,Menikah,Penuh waktu
Kanada,124073042,1.0,1.0,2.0,1.0,8.0,9.0,7.0,2.0,2.0,Laki-laki,1956.0,64.0,Menikah,Pensiunan
Kanada,124073043,1.0,1.0,1.0,4.0,9.0,8.0,8.0,5.0,7.0,Laki-laki,1951.0,68.0,Bercerai,Pensiunan
Kanada,124073044,1.0,2.0,2.0,2.0,8.0,7.0,9.0,9.0,4.0,Perempuan,1965.0,55.0,Kohabitasi,Lainnya
Kanada,124073045,1.0,1.0,2.0,4.0,8.0,8.0,9.0,4.0,3.0,Perempuan,1954.0,66.0,Lajang,Pensiunan
Kanada,124073046,1.0,1.0,2.0,1.0,8.0,8.0,6.0,2.0,7.0,Laki-laki,1989.0,31.0,Kohabitasi,Penuh waktu
Kanada,124073047,1.0,1.0,1.0,1.0,8.0,7.0,7.0,3.0,8.0,Perempuan,1988.0,31.0,Menikah,Penuh waktu
Kanada,124073048,1.0,3.0,2.0,4.0,5.0,4.0,1.0,10.0,9.0,Perempuan,1946.0,74.0,Bercerai,Pensiunan
Kanada,124073049,1.0,1.0,1.0,1.0,8.0,9.0,8.0,10.0,2.0,Laki-laki,1945.0,76.0,Menikah,Pensiunan
Kanada,124073050,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,6.0,Laki-laki,1989.0,31.0,Kohabitasi,Paruh waktu
Kanada,124073051,1.0,1.0,2.0,2.0,7.0,6.0,8.0,3.0,3.0,Perempuan,1993.0,26.0,Kohabitasi,Penuh waktu
Kanada,124073052,2.0,2.0,1.0,3.0,8.0,3.0,8.0,3.0,3.0,Laki-laki,1961.0,58.0,Lajang,Penuh waktu
Kanada,124073053,1.0,2.0,1.0,2.0,8.0,8.0,8.0,7.0,4.0,Laki-laki,1955.0,65.0,Menikah,Pensiunan
Kanada,124073054,1.0,2.0,2.0,2.0,10.0,8.0,8.0,6.0,10.0,Perempuan,1974.0,46.0,Menikah,Ibu rumah tangga
Kanada,124073055,2.0,1.0,1.0,4.0,8.0,9.0,9.0,3.0,3.0,Perempuan,1966.0,54.0,Menikah,Paruh waktu
Kanada,124073056,2.0,2.0,1.0,2.0,9.0,7.0,8.0,9.0,6.0,Perempuan,1973.0,47.0,Bercerai,Penuh waktu
Kanada,124073057,1.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,Laki-laki,1958.0,62.0,Menikah,Paruh waktu
Kanada,124073058,2.0,3.0,2.0,3.0,6.0,6.0,7.0,3.0,7.0,Perempuan,1999.0,21.0,Lajang,Pelajar/Mahasiswa
Kanada,124073059,2.0,2.0,2.0,4.0,6.0,8.0,7.0,4.0,4.0,Perempuan,1955.0,65.0,Lajang,Pensiunan
Kanada,124073060,1.0,2.0,2.0,2.0,5.0,7.0,4.0,3.0,5.0,Perempuan,1973.0,45.0,Menikah,Ibu rumah tangga
Kanada,124073061,1.0,2.0,2.0,2.0,8.0,7.0,6.0,9.0,3.0,Laki-laki,1995.0,25.0,Lajang,Tidak bekerja
Kanada,124073062,1.0,2.0,1.0,2.0,6.0,6.0,5.0,3.0,3.0,Perempuan,1994.0,25.0,Pisah,Penuh waktu
Kanada,124073064,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,Perempuan,1994.0,26.0,Menikah,Penuh waktu
Kanada,124073065,1.0,1.0,1.0,2.0,9.0,8.0,6.0,3.0,6.0,Laki-laki,1974.0,46.0,Lajang,Penuh waktu
Kanada,124073066,1.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,5.0,Laki-laki,1973.0,47.0,Menikah,Pensiunan
Kanada,124073071,1.0,1.0,2.0,2.0,7.0,4.0,5.0,2.0,6.0,Laki-laki,2001.0,19.0,Lajang,Pelajar/Mahasiswa
Kanada,124073072,2.0,2.0,1.0,3.0,8.0,7.0,7.0,3.0,5.0,Perempuan,1977.0,43.0,Lajang,Penuh waktu
Kanada,124073074,1.0,3.0,2.0,2.0,6.0,7.0,7.0,2.0,6.0,Laki-laki,1955.0,65.0,Bercerai,Pensiunan
Kanada,124073076,1.0,2.0,1.0,4.0,7.0,7.0,5.0,7.0,6.0,Perempuan,1951.0,69.0,Menikah,Pensiunan
Kanada,124073077,1.0,1.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,Perempuan,1963.0,57.0,Menikah,Pensiunan
Kanada,124073078,1.0,2.0,1.0,2.0,6.0,6.0,7.0,6.0,5.0,Laki-laki,1949.0,70.0,Menikah,Paruh waktu
Kanada,124073079,1.0,1.0,1.0,2.0,9.0,7.0,6.0,3.0,2.0,Perempuan,1968.0,51.0,Lajang,Paruh waktu
Kanada,124073080,2.0,2.0,2.0,2.0,5.0,5.0,5.0,9.0,4.0,Perempuan,1977.0,43.0,Kohabitasi,Tidak bekerja
Kanada,124073081,3.0,2.0,1.0,3.0,3.0,2.0,7.0,9.0,6.0,Perempuan,2002.0,18.0,Lajang,Pelajar/Mahasiswa
Kanada,124073082,1.0,1.0,1.0,2.0,6.0,7.0,4.0,4.0,5.0,Laki-laki,1953.0,67.0,Kohabitasi,Penuh waktu
Kanada,124073083,1.0,2.0,1.0,3.0,8.0,8.0,6.0,3.0,5.0,Perempuan,1972.0,48.0,Menikah,Penuh waktu
Kanada,124073084,1.0,1.0,2.0,2.0,10.0,6.0,6.0,4.0,5.0,Perempuan,1994.0,26.0,Lajang,Pelajar/Mahasiswa
Kanada,124073085,1.0,1.0,1.0,1.0,10.0,6.0,5.0,3.0,1.0,Perempuan,1996.0,24.0,Bercerai,Penuh waktu
Kanada,124073086,1.0,2.0,3.0,3.0,5.0,6.0,4.0,7.0,4.0,Laki-laki,1974.0,46.0,Lajang,Paruh waktu
Kanada,124073087,2.0,2.0,2.0,2.0,9.0,7.0,7.0,10.0,5.0,Laki-laki,1989.0,31.0,Menikah,Pelajar/Mahasiswa
Kanada,124073088,1.0,2.0,1.0,2.0,8.0,7.0,6.0,4.0,7.0,Perempuan,1960.0,59.0,Lajang,Wiraswasta
Kanada,124073089,1.0,1.0,1.0,2.0,8.0,9.0,9.0,3.0,5.0,Perempuan,1946.0,73.0,Menikah,Pensiunan
Kanada,124073090,1.0,1.0,1.0,2.0,5.0,8.0,6.0,3.0,5.0,Perempuan,1945.0,75.0,Menikah,Pensiunan
Kanada,124073091,1.0,2.0,1.0,4.0,8.0,9.0,8.0,2.0,1.0,Perempuan,1959.0,61.0,Janda/Duda,Pensiunan
Kanada,124073092,3.0,2.0,2.0,1.0,5.0,6.0,2.0,5.0,5.0,Perempuan,1976.0,44.0,Kohabitasi,Penuh waktu
Kanada,124073093,1.0,1.0,2.0,1.0,6.0,7.0,7.0,3.0,6.0,Laki-laki,1963.0,57.0,Menikah,Pensiunan
Kanada,124073094,1.0,2.0,1.0,1.0,9.0,8.0,9.0,6.0,5.0,Perempuan,1975.0,45.0,Kohabitasi,Penuh waktu
Kanada,124073095,1.0,2.0,1.0,2.0,6.0,5.0,6.0,1.0,5.0,Perempuan,1987.0,33.0,Lajang,Penuh waktu
Kanada,124073096,2.0,2.0,2.0,2.0,9.0,8.0,8.0,3.0,2.0,Laki-laki,1993.0,27.0,Lajang,Penuh waktu
Kanada,124073097,2.0,1.0,1.0,2.0,4.0,4.0,7.0,3.0,5.0,Perempuan,2002.0,18.0,Lajang,Pelajar/Mahasiswa
Kanada,124073098,1.0,1.0,1.0,3.0,10.0,9.0,7.0,9.0,7.0,Perempuan,1954.0,66.0,Menikah,Pensiunan
Kanada,124073099,2.0,2.0,2.0,2.0,8.0,7.0,8.0,4.0,6.0,Laki-laki,1949.0,71.0,Menikah,Pensiunan
Kanada,124073100,1.0,1.0,1.0,2.0,9.0,8.0,8.0,5.0,5.0,Perempuan,1971.0,48.0,Lajang,Penuh waktu
Kanada,124073103,2.0,1.0,1.0,2.0,7.0,7.0,9.0,2.0,2.0,Perempuan,1952.0,68.0,Bercerai,Pensiunan
Kanada,124073106,1.0,2.0,2.0,1.0,9.0,9.0,9.0,4.0,6.0,Perempuan,1957.0,63.0,Menikah,Wiraswasta
Kanada,124073107,1.0,1.0,1.0,1.0,10.0,2.0,1.0,3.0,10.0,Laki-laki,1991.0,29.0,Lajang,Tidak bekerja
Kanada,124073108,1.0,2.0,1.0,2.0,8.0,8.0,5.0,8.0,5.0,Perempuan,1980.0,40.0,Menikah,Tidak bekerja
Kanada,124073109,2.0,1.0,3.0,1.0,8.0,7.0,8.0,2.0,4.0,Laki-laki,1945.0,75.0,Bercerai,Pensiunan
Kanada,124073110,1.0,1.0,2.0,2.0,7.0,7.0,4.0,5.0,6.0,Laki-laki,1944.0,76.0,Menikah,Wiraswasta
Kanada,124073111,1.0,2.0,2.0,1.0,6.0,7.0,4.0,5.0,4.0,Laki-laki,1990.0,30.0,Kohabitasi,Penuh waktu
Kanada,124073112,1.0,1.0,2.0,2.0,4.0,3.0,1.0,9.0,5.0,Perempuan,1975.0,45.0,Janda/Duda,Tidak bekerja
Kanada,124073113,1.0,2.0,1.0,3.0,7.0,8.0,7.0,3.0,3.0,Laki-laki,1952.0,68.0,Menikah,Pensiunan
Kanada,124073114,1.0,1.0,2.0,2.0,6.0,4.0,4.0,4.0,9.0,Perempuan,1997.0,22.0,Lajang,Penuh waktu
Kanada,124073115,1.0,1.0,1.0,2.0,10.0,9.0,8.0,9.0,6.0,Perempuan,1983.0,36.0,Menikah,Penuh waktu
Kanada,124073116,1.0,1.0,1.0,2.0,9.0,9.0,10.0,5.0,3.0,Perempuan,1966.0,54.0,Menikah,Penuh waktu
Kanada,124073117,1.0,1.0,1.0,1.0,9.0,8.0,9.0,3.0,6.0,Laki-laki,1960.0,60.0,Menikah,Penuh waktu
Kanada,124073118,3.0,2.0,1.0,3.0,6.0,3.0,5.0,4.0,2.0,Perempuan,1992.0,27.0,Kohabitasi,Tidak bekerja
Kanada,124073119,1.0,1.0,2.0,1.0,7.0,6.0,5.0,7.0,5.0,Laki-laki,1990.0,30.0,Lajang,Paruh waktu
Kanada,124073120,1.0,1.0,2.0,2.0,8.0,8.0,7.0,3.0,5.0,Perempuan,2000.0,20.0,Lajang,Pelajar/Mahasiswa
Kanada,124073121,1.0,2.0,2.0,2.0,10.0,6.0,4.0,8.0,5.0,Perempuan,2001.0,19.0,Lajang,Pelajar/Mahasiswa
Kanada,124073122,1.0,1.0,1.0,1.0,9.0,8.0,7.0,2.0,2.0,Perempuan,1989.0,31.0,Lajang,Penuh waktu
Kanada,124073123,1.0,1.0,2.0,2.0,6.0,8.0,9.0,7.0,7.0,Perempuan,1954.0,66.0,Lajang,Pensiunan
Kanada,124073124,1.0,2.0,1.0,4.0,2.0,1.0,1.0,8.0,6.0,Perempuan,1966.0,54.0,Lajang,Tidak bekerja
Kanada,124073125,1.0,1.0,2.0,1.0,7.0,8.0,7.0,9.0,7.0,Laki-laki,1948.0,72.0,Menikah,Penuh waktu
Kanada,124073126,3.0,1.0,2.0,2.0,8.0,6.0,6.0,6.0,4.0,Perempuan,1949.0,71.0,Lajang,Pensiunan
Kanada,124073127,2.0,2.0,2.0,1.0,6.0,4.0,1.0,3.0,3.0,Perempuan,1969.0,50.0,Menikah,Penuh waktu
Kanada,124073128,1.0,2.0,1.0,4.0,8.0,7.0,10.0,1.0,3.0,Perempuan,1944.0,75.0,Lajang,Pensiunan
Kanada,124073130,1.0,1.0,1.0,1.0,10.0,6.0,5.0,5.0,4.0,Perempuan,1986.0,33.0,Kohabitasi,Penuh waktu
Kanada,124073133,2.0,1.0,1.0,2.0,10.0,10.0,8.0,7.0,10.0,Laki-laki,1992.0,27.0,Menikah,Penuh waktu
Kanada,124073134,2.0,2.0,1.0,2.0,9.0,8.0,5.0,5.0,8.0,Laki-laki,1972.0,47.0,Bercerai,Pensiunan
Kanada,124073135,1.0,2.0,1.0,2.0,8.0,7.0,7.0,4.0,5.0,Laki-laki,1966.0,54.0,Lajang,Penuh waktu
Kanada,124073136,1.0,1.0,1.0,4.0,9.0,8.0,7.0,8.0,5.0,Laki-laki,1979.0,41.0,Menikah,Ibu rumah tangga
Kanada,124073138,1.0,2.0,2.0,2.0,8.0,8.0,9.0,7.0,5.0,Laki-laki,1967.0,53.0,Menikah,Penuh waktu
Kanada,124073143,1.0,1.0,2.0,1.0,8.0,7.0,8.0,9.0,9.0,Laki-laki,1977.0,43.0,Lajang,Penuh waktu
Kanada,124073145,1.0,3.0,1.0,4.0,10.0,8.0,6.0,4.0,6.0,Laki-laki,1948.0,71.0,Menikah,Pensiunan
Kanada,124073146,1.0,1.0,1.0,1.0,5.0,6.0,5.0,4.0,7.0,Perempuan,1985.0,35.0,Lajang,Penuh waktu
Kanada,124073148,1.0,1.0,3.0,4.0,5.0,7.0,1.0,1.0,1.0,Laki-laki,1953.0,67.0,Menikah,Pensiunan
Kanada,124073149,1.0,1.0,1.0,1.0,7.0,7.0,4.0,7.0,5.0,Perempuan,1966.0,54.0,Bercerai,Penuh waktu
Kanada,124073150,1.0,1.0,2.0,3.0,4.0,7.0,7.0,3.0,3.0,Laki-laki,1958.0,62.0,Lajang,Lainnya
Kanada,124073152,2.0,1.0,1.0,2.0,7.0,8.0,6.0,1.0,2.0,Perempuan,1993.0,26.0,Kohabitasi,Pelajar/Mahasiswa
Kanada,124073154,1.0,2.0,1.0,2.0,9.0,7.0,9.0,2.0,5.0,Perempuan,1995.0,25.0,Lajang,Pelajar/Mahasiswa
Kanada,124073155,1.0,2.0,3.0,1.0,5.0,4.0,4.0,3.0,5.0,Perempuan,1990.0,30.0,Lajang,Penuh waktu
Kanada,124073157,1.0,2.0,1.0,2.0,8.0,7.0,9.0,3.0,5.0,Perempuan,1957.0,63.0,Lajang,Pensiunan
Kanada,124073158,1.0,2.0,2.0,2.0,7.0,8.0,7.0,4.0,8.0,Laki-laki,1994.0,26.0,Bercerai,Pensiunan
Kanada,124073162,1.0,3.0,2.0,4.0,7.0,8.0,6.0,3.0,8.0,Laki-laki,1949.0,71.0,Menikah,Pensiunan
Kanada,124073163,2.0,2.0,2.0,2.0,7.0,7.0,6.0,4.0,3.0,Perempuan,1981.0,39.0,Menikah,Penuh waktu
